"Settlement.id","long","lat","Name","Metric...System","Demographics...Projected.household.count","Demand..household....Target.household.count","Demand...Projected.nodal.demand.per.year","System..grid....Transformer.cost","Demographics...Population.count","Demographics...Projected.population.count","order","piece","group","id","fake.node","root","branch","dist","MV.line.per.kwh","near.sighted.sequence","depth","Total.Downstream.Demand.kWh","Total.Downstream.Network.Extent.m","Selection.Criteria","far.sighted.sequence"
"243",127.833146,-3.154891,810601000905,"grid",119,119,122094,9000,543,543,1,"1","830.1","830",FALSE,31,"31-1-1-1-1",5291.25302160732,0.0433375351909785,619,4,3053376,78585.6589627638,0.0257373015844638,501
"1230",127.809616,-3.161524,810601000903,"grid",145,145,148770,11000,661,661,2,"1","828.1","828",FALSE,31,"31-1-1-1-1-1",2714.56618137344,0.0182467310706019,620,5,2931282,73294.4059411565,0.0250042152004333,502
"511",127.807857,-3.159806,810601000904,"grid",26,26,26676,3000,115,115,1,"1","827.1","827",FALSE,31,"31-1-1-1-1-1-2",273.191673199352,0.0102411033588001,621,6,26676,273.191673199352,0.0102411033588001,503
"467",127.790043999999,-3.181807,810601000901,"grid",43,43,44118,3000,194,194,1,"1","829.1","829",FALSE,31,"31-1-1-1-1-1-1",3131.85626970186,0.0709881742078484,622,6,2755836,70306.6480865837,0.0255119129318957,504
"1092",127.775927999999,-3.165642,810601000902,"grid",206,206,211356,15000,941,941,2,"1","824.1","824",FALSE,31,"31-1-1-1-1-1-1-1",2384.76013888941,0.0112831437900481,623,7,211356,2384.76013888941,0.0112831437900481,505
"770",127.795963,-3.19437,810601001303,"grid",28,28,28728,3000,135,135,2,"1","823.1","823",FALSE,31,"31-1-1-1-1-1-1-2",1543.79160354423,0.0537382206747504,624,7,2500362,64790.0316779924,0.0259122605758656,506
"441",127.799535,-3.219443,810601001302,"grid",146,146,149796,11000,708,708,1,"1","825.1","825",FALSE,31,"31-1-1-1-1-1-1-2-1",2816.05755755099,0.0187992840766842,625,8,2471634,63246.2400744482,0.0255888372123252,507
"101",127.79232,-3.231085,810601001301,"grid",217,217,222642,17000,1057,1057,1,"1","822.1","822",FALSE,31,"31-1-1-1-1-1-1-2-1-1",1522.30768102858,0.00683746858646879,626,9,2321838,60430.1825168972,0.0260268728984956,508
"402",126.731357,-3.846361,810903000501,"grid",23,23,23598,3000,107,107,1,"1","63.1","63",FALSE,12,"12-1-1-1-1",367.801008273821,0.0155861093429028,870,4,204174,5402.78661571529,0.0264616778616048,509
"1057",126.704036,-3.095051,810402200201,"grid",13,13,13338,3000,52,52,1,"1","714.1","714",FALSE,9,"9",923.257336041464,0.0692200731774977,570,0,246240,6603.94035084594,0.0268191209829676,510
"1171",126.694113,-3.06804,810402200203,"grid",24,24,24624,3000,101,101,2,"1","774.1","774",FALSE,9,"9-1",3199.20402928552,0.129922190922901,715,1,232902,5680.68301480448,0.0243908726194042,511
"698",126.672231,-3.072576,810402200103,"grid",203,203,208278,15000,895,895,1,"1","773.1","773",FALSE,9,"9-1-1",2481.47898551896,0.0119142635588922,716,2,208278,2481.47898551896,0.0119142635588922,512
"529",128.058877,-3.308088,810602100401,"grid",7,7,7182,3000,15,15,1,"1","563.1","563",FALSE,64,"64",192.638198554758,0.0268223612579725,439,0,7182,192.638198554758,0.0268223612579725,513
"785",128.192027999999,-3.71841,817101000908,"grid",3,3,3078,3000,10,10,1,"1","455.1","455",FALSE,178,"178",83.2146424173539,0.0270352964318889,440,0,3078,83.2146424173539,0.0270352964318889,514
"1193",128.989476999999,-3.260578,810305001201,"grid",63,63,64638,7000,295,295,2,"1","739.1","739",FALSE,369,"369-1",1748.64136706708,0.0270528383778439,441,1,64638,1748.64136706708,0.0270528383778439,515
"120",126.971553,-3.332652,810402102008,"grid",23,23,23598,3000,84,84,1,"1","772.1","772",FALSE,15,"15",3164.14261798428,0.134085202897885,718,0,3605364,97804.3180342921,0.0271274462257603,516
"29",126.966821,-3.349853,810402101805,"grid",13,13,13338,3000,49,49,1,"1","165.1","165",FALSE,15,"15-1",1983.48549290162,0.14870936369033,749,1,3581766,94640.1754163078,0.0264227689403238,517
"930",126.956019,-3.345259,810402101808,"grid",69,69,70794,7000,267,267,2,"1","164.1","164",FALSE,15,"15-1-1",1303.35735792925,0.0184105624477958,750,2,1603638,40811.0283723314,0.0254490280052801,518
"49",126.954547,-3.347522,810402101806,"grid",6,6,6156,3000,22,22,1,"1","156.1","156",FALSE,15,"15-1-1-2",300.032542374273,0.048738229755405,751,3,1528740,38949.9234372412,0.025478448550598,519
"677",126.935773999999,-3.359853,810402101511,"grid",11,11,11286,3000,26,26,2,"1","166.1","166",FALSE,15,"15-1-1-2-1",2494.52280907522,0.221028070979551,796,4,1522584,38649.8908948669,0.02538440630853,520
"1166",126.936912,-3.362175,810402101510,"grid",46,46,47196,6000,117,117,2,"1","136.1","136",FALSE,15,"15-1-1-2-1-2",287.440438046966,0.00609035592098835,797,5,1507194,35926.0523635253,0.0238363822862387,521
"87",126.942175,-3.368047,810402101509,"grid",8,8,8208,3000,20,20,1,"1","151.1","151",FALSE,15,"15-1-1-2-1-2-1",876.144829138597,0.10674279107439,799,6,1459998,35638.6119254783,0.024410041606549,522
"745",126.942211,-3.369781,810402101508,"grid",9,9,9234,3000,23,23,2,"1","137.1","137",FALSE,15,"15-1-1-2-1-2-1-1",192.853713916515,0.0208851758627372,800,7,1451790,34762.4670963397,0.0239445560971902,523
"1269",126.942555,-3.371714,810402101506,"grid",16,16,16416,3000,40,40,2,"1","139.1","139",FALSE,15,"15-1-1-2-1-2-1-1-1",218.30562400919,0.0132983445424702,801,8,1442556,34569.6133824232,0.0239641396122045,524
"692",126.942207,-3.373551,810402101502,"grid",12,12,12312,3000,31,31,1,"1","138.1","138",FALSE,15,"15-1-1-2-1-2-1-1-1-1",207.885890824015,0.0168848189428212,802,9,1426140,34351.307758414,0.0240869113540144,525
"1254",126.939519,-3.373389,810402101503,"grid",8,8,8208,3000,19,19,2,"1","141.1","141",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1",298.917774200715,0.0364178574805939,803,10,1413828,34143.42186759,0.0241496291398883,526
"1111",126.939328,-3.371695,810402101505,"grid",2,2,2052,3000,5,5,1,"1","140.1","140",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1",189.553924737933,0.092375206987297,804,11,1405620,33844.5040933893,0.0240779898503076,527
"506",126.934158999999,-3.37102,810402101507,"grid",4,4,4104,3000,8,8,1,"1","144.1","144",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1",578.661119722855,0.140999298178084,805,12,1403568,33654.9501686514,0.0239781401176511,528
"294",126.933424,-3.37356,810402101504,"grid",67,67,68742,7000,172,172,1,"1","143.1","143",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1",293.983442682681,0.0042766204457636,806,13,1399464,33076.2890489285,0.0236349695661543,529
"536",126.934293999999,-3.375536,810402101501,"grid",31,31,31806,3000,80,80,2,"1","142.1","142",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1",240.007700264346,0.00754598818664234,807,14,1330722,32782.3056062458,0.0246349768067604,530
"797",126.935839,-3.381674,810402101606,"grid",38,38,38988,3000,143,143,2,"1","150.1","150",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1",703.732167828746,0.018049968396141,808,15,1298916,32542.2979059815,0.0250534275549624,531
"592",126.932049,-3.386671,810402101605,"grid",54,54,55404,6000,207,207,1,"1","149.1","149",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1",696.937475679911,0.0125791905941793,809,16,1259928,31838.5657381527,0.0252701469751865,532
"173",126.927136,-3.385922,810402101604,"grid",30,30,30780,3000,114,114,1,"1","148.1","148",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1",551.670658575546,0.0179230233455343,810,17,1200420,30662.0498453948,0.0255427682356132,533
"719",126.926924,-3.390698,810402101601,"grid",14,14,14364,3000,53,53,2,"1","146.1","146",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2",531.588931052165,0.037008419037327,811,18,1166562,29794.6970839764,0.0255406031432332,534
"137",126.927994,-3.402829,810402101318,"grid",42,42,43092,3000,170,170,1,"1","153.1","153",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1",1354.12644567746,0.0314240797753055,812,19,1152198,29263.1081529243,0.0253976383858714,535
"381",126.919337,-3.41677,810402101314,"grid",25,25,25650,3000,99,99,2,"1","155.1","155",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1",1823.83700150434,0.0711047563939314,814,20,1091664,27038.7923431754,0.024768419901339,536
"1233",126.94564,-3.442834,810402101105,"grid",6,6,6156,3000,22,22,2,"1","789.1","789",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2",4113.77348726772,0.668254302675068,940,21,1038312,23518.6361779346,0.0226508372993229,537
"1130",126.952597999999,-3.441077,810402100302,"grid",78,78,80028,7000,293,293,1,"1","100.1","100",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-2",796.6281698655,0.00995436809448568,941,22,139536,1503.60916444305,0.0107757794722727,538
"62",126.95298,-3.437066,810402100401,"grid",45,45,46170,3000,173,173,1,"1","99.1","99",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-2-1",448.01442637581,0.00970358298409811,942,23,46170,448.01442637581,0.00970358298409811,539
"1306",126.954922,-3.440871,810402100301,"grid",13,13,13338,3000,47,47,2,"1","98.1","98",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-2-2",258.966568201736,0.0194156971211378,943,23,13338,258.966568201736,0.0194156971211378,540
"218",126.923614,-3.479329,810402100201,"grid",200,200,205200,15000,691,691,1,"1","799.1","799",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1",4737.5658085118,0.0230875526730595,944,22,892620,17901.2535262238,0.0200547304857877,541
"553",126.920588,-3.485401,810402100102,"grid",131,131,134406,11000,537,537,2,"1","77.1","77",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-2",754.096918516796,0.00561058969478145,945,23,134406,754.096918516796,0.00561058969478145,542
"1255",126.910987,-3.472747,810402100103,"grid",38,38,38988,3000,154,154,2,"1","78.1","78",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1",1581.07440782084,0.0405528472304514,946,23,553014,12409.5907991952,0.0224399215918498,543
"644",126.882971,-3.495364,810402101204,"grid",250,250,256500,19000,1462,1462,1,"1","87.1","87",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1",3999.20140933513,0.0155914284964333,947,24,514026,10828.5163913744,0.0210660869126744,544
"1237",126.893452,-3.51247,810402101202,"grid",45,45,46170,3000,258,258,2,"1","85.1","85",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1-2",2229.61088324335,0.0482913338367632,949,25,193914,4220.78611865032,0.0217662784463748,545
"44",126.892681999999,-3.516343,810402101201,"grid",35,35,35910,3000,205,205,1,"1","83.1","83",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1-2-1",439.055956350481,0.0122265652005147,950,26,147744,1991.17523540696,0.0134771986368784,546
"344",126.894195999999,-3.517595,810904000308,"grid",19,19,19494,3000,95,95,2,"1","81.1","81",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1-2-1-1",218.210978362759,0.0111937508137252,951,27,111834,1552.11927905648,0.0138787781806649,547
"1191",126.892715,-3.519846,810904000307,"grid",56,56,57456,6000,278,278,2,"1","82.1","82",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1-2-1-1-1",299.445332105799,0.00521173301492966,952,28,92340,1333.90830069372,0.0144456172914633,548
"743",126.971667,-3.351183,810402101804,"grid",10,10,10260,3000,35,35,2,"1","162.1","162",FALSE,15,"15-1-2",557.889226635954,0.0543751682881047,752,2,1964790,51845.6615510747,0.0263873806111975,549
"1272",126.975117999999,-3.352172,810402102002,"grid",3,3,3078,3000,11,11,2,"1","160.1","160",FALSE,15,"15-1-2-1",398.550517064129,0.129483598786267,753,3,1954530,51287.7723244388,0.0262404630905838,550
"563",126.979611,-3.353524,810402102001,"grid",2,2,2052,3000,4,4,1,"1","161.1","161",FALSE,15,"15-1-2-1-1",520.909629832677,0.253854595435028,830,4,1951452,50889.2218073747,0.0260776190279723,551
"1302",126.980158,-3.350246,810402102006,"grid",41,41,42066,3000,154,154,2,"1","159.1","159",FALSE,15,"15-1-2-1-1-2",369.520407547707,0.00878430103997783,831,5,42066,369.520407547707,0.00878430103997783,552
"472",126.979682999999,-3.355662,810402101702,"grid",6,6,6156,3000,18,18,1,"1","158.1","158",FALSE,15,"15-1-2-1-1-1",237.869453464059,0.0386402620961759,832,5,1907334,49998.7917699943,0.0262139676480335,553
"99",126.986332,-3.360552,810402101701,"grid",134,134,137484,11000,444,444,1,"1","163.1","163",FALSE,15,"15-1-2-1-1-1-1",916.733378021442,0.0066679277444753,833,6,1901178,49760.9223165302,0.026173731400495,554
"1228",127.93826,-3.34187,810602100315,"grid",36,36,36936,3000,217,217,1,"1","481.1","481",FALSE,38,"38",96.5711439972051,0.00261455338957129,198,0,396036,10856.4493074569,0.0274127839576627,555
"781",129.192926,-2.953715,810314001004,"grid",32,32,32832,3000,70,70,1,"1","759.1","759",FALSE,404,"404",2576.6727418616,0.0784805294182993,589,0,210330,5816.78491698736,0.0276555171254094,556
"246",129.186711,-2.958791,810314001002,"grid",21,21,21546,3000,46,46,1,"1","757.1","757",FALSE,404,"404-2",891.568827314571,0.0413797840580419,590,1,146718,1443.98431759339,0.00984190295392108,557
"735",129.181742,-2.959027,810314001003,"grid",122,122,125172,11000,268,268,2,"1","756.1","756",FALSE,404,"404-2-1",552.415490278823,0.00441325128845767,591,2,125172,552.415490278823,0.00441325128845767,558
"403",127.017815,-3.40286,810402101002,"grid",174,174,178524,13000,635,635,2,"1","842.1","842",FALSE,15,"15-1-2-1-1-1-1-1",5860.41146579397,0.0328270230657725,834,7,1763694,48844.1889385088,0.0276942536168455,559
"78",127.010782,-3.434232,810402100502,"grid",247,247,253422,19000,894,894,1,"1","49.1","49",FALSE,15,"15-1-2-1-1-1-1-1-1",3574.69266461545,0.01410569194709,835,8,253422,3574.69266461545,0.01410569194709,560
"440",126.728686999999,-3.84552,810903000502,"grid",11,11,11286,3000,50,50,2,"1","62.1","62",FALSE,12,"12-1-1-1-1-1",310.63280102391,0.0275237286039261,871,5,180576,5034.98560744147,0.0278829169293897,561
"434",126.717972,-3.845849,810903000503,"grid",77,77,79002,7000,365,365,1,"1","66.1","66",FALSE,12,"12-1-1-1-1-1-1",1189.33548909464,0.0150544984822491,872,6,169290,4724.35280641756,0.0279068628177539,562
"670",127.984718,-3.089349,810601001014,"grid",65,65,66690,7000,286,286,1,"1","742.1","742",FALSE,52,"52",1867.44530758255,0.0280018789561036,443,0,66690,1867.44530758255,0.0280018789561036,563
"937",127.769476,-3.246865,810601000804,"grid",127,127,130302,11000,525,525,2,"1","826.1","826",FALSE,31,"31-1-1-1-1-1-1-2-1-1-1",3083.917142854,0.0236674582343632,627,10,2099196,58907.8748358686,0.0280621127497712,564
"560",127.755009,-3.245573,810601000805,"grid",211,211,216486,15000,871,871,1,"1","821.1","821",FALSE,31,"31-1-1-1-1-1-1-2-1-1-1-2",1612.49087896416,0.00744847647868298,628,11,216486,1612.49087896416,0.00744847647868298,565
"296",128.195052,-3.065308,810602002010,"grid",296,296,303696,21000,945,945,1,"1","810.1","810",FALSE,131,"131",5128.48461057455,0.0168869020684321,394,0,576612,16206.4567384967,0.0281063466221596,566
"504",128.606653771771,-3.23067303296707,810603400399,"grid",302,302,309852,21000,31,31,1,"1","959.1","959",FALSE,323,"323",13436.1312962288,0.0433630613848832,492,0,1982232,56251.4069522927,0.0283778119575774,567
"348",128.545497964244,-3.21232791773914,810603200399,"grid",302,302,309852,21000,773,773,1,"1","957.1","957",FALSE,323,"323-1",7089.30029651587,0.0228796338139366,493,1,1672380,42815.2756560638,0.0256014037814754,568
"47",128.48632,-3.207639,810603200401,"grid",104,104,106704,9000,428,428,1,"1","956.1","956",FALSE,323,"323-1-1",6590.63110983414,0.0617655487126456,546,2,698706,17280.3904230614,0.024731990884666,569
"715",128.444041,-3.217222,810603200101,"grid",73,73,74898,7000,296,296,2,"1","955.1","955",FALSE,323,"323-1-1-1",4813.2639133136,0.0642642515596357,552,3,592002,10689.7593132273,0.0180569648636783,570
"474",128.450587,-3.23359,810603200201,"grid",172,172,176472,13000,929,929,1,"1","953.1","953",FALSE,323,"323-1-1-1-2",1959.76717456066,0.0111052584804425,553,4,176472,1959.76717456066,0.0111052584804425,571
"718",128.429882999999,-3.184959,810603200103,"grid",332,332,340632,23000,1360,1360,2,"1","954.1","954",FALSE,323,"323-1-1-1-1",3916.72822535305,0.0114984153730508,554,4,340632,3916.72822535305,0.0114984153730508,572
"545",128.583294,-3.171175,810603400401,"grid",56,56,57456,6000,350,350,2,"1","952.1","952",FALSE,323,"323-1-2",6208.70510801737,0.108060169660564,685,2,663822,18445.5849364865,0.027786944296041,573
"1239",128.580953999999,-3.144938,810603200402,"grid",107,107,109782,9000,438,438,2,"1","951.1","951",FALSE,323,"323-1-2-1",2928.97088810062,0.0266798827503654,686,3,606366,12236.8798284691,0.0201806826709762,574
"19",128.582247999999,-3.143679,810603400201,"grid",182,182,186732,15000,843,843,1,"1","950.1","950",FALSE,323,"323-1-2-1-2",200.597925532519,0.00107425575441017,687,4,186732,200.597925532519,0.00107425575441017,575
"1110",126.819838,-3.073645,810402200601,"grid",53,53,54378,6000,175,175,1,"1","840.1","840",FALSE,11,"11",5618.66476733197,0.103326065087572,666,0,753084,21524.5088106232,0.028581816650763,576
"485",126.841328,-3.087916,810402200702,"grid",170,170,174420,13000,638,638,1,"1","838.1","838",FALSE,11,"11-2",2865.61580246515,0.0164293991656069,667,1,487350,10034.8477362655,0.0205906386298667,577
"798",126.88149,-3.122149,810402200802,"grid",100,100,102600,9000,412,412,2,"1","845.1","845",FALSE,11,"11-2-1",5863.00037542414,0.0571442531717752,670,2,312930,7169.2319338004,0.0229100180033886,578
"48",126.885240999999,-3.123518,810402200801,"grid",11,11,11286,3000,42,42,1,"1","843.1","843",FALSE,11,"11-2-1-1",443.421826867827,0.0392895469491252,671,3,210330,1306.23155837626,0.0062103910919805,579
"1315",126.891034,-3.12869,810402200901,"grid",194,194,199044,15000,911,911,2,"1","844.1","844",FALSE,11,"11-2-1-1-1",862.809731508432,0.00433476885265786,672,4,199044,862.809731508432,0.00433476885265786,580
"229",126.805957,-3.067676,810402200501,"grid",51,51,52326,6000,226,226,1,"1","837.1","837",FALSE,11,"11-1",1678.11874985392,0.0320704573224385,668,1,211356,5870.99630702565,0.0277777603050098,581
"772",126.768615999999,-3.062065,810402200401,"grid",155,155,159030,13000,519,519,2,"1","839.1","839",FALSE,11,"11-1-1",4192.87755717173,0.0263653245121784,669,2,159030,4192.87755717173,0.0263653245121784,582
"987",130.303786,-3.050365,810704001301,"grid",187,187,191862,15000,611,611,1,"1","929.1","929",FALSE,462,"462",8518.98428044744,0.0444016234608596,499,0,4620078,133538.404144531,0.028903928493097,583
"1083",130.257935,-3.051265,810704000802,"grid",36,36,36936,3000,147,147,2,"1","926.1","926",FALSE,462,"462-1",5092.16422473595,0.137864528501623,719,1,4428216,125019.419864083,0.028232457464605,584
"379",130.258074999999,-3.060202,810704000902,"grid",366,366,375516,27000,953,953,1,"1","925.1","925",FALSE,462,"462-1-1",993.872199241521,0.00264668402742232,720,2,4391280,119927.255639347,0.0273103185493404,585
"439",130.777686999999,-3.844642,810702002607,"grid",24,24,24624,3000,104,104,2,"1","788.1","788",FALSE,482,"482-1",4051.14859241436,0.164520329451525,762,1,1134756,32886.7501288368,0.0289813405955437,586
"851",130.777858,-3.848023,810702002606,"grid",54,54,55404,6000,243,243,2,"1","109.1","109",FALSE,482,"482-1-2",376.428995658193,0.00679425665399959,763,2,55404,376.428995658193,0.00679425665399959,587
"1152",130.762746999999,-3.829942,810702002609,"grid",52,52,53352,6000,233,233,2,"1","110.1","110",FALSE,482,"482-1-1",2327.92176984032,0.043633261542966,764,2,1054728,28459.1725407642,0.0269824756152906,588
"1238",130.748123999999,-3.827489,810702002601,"grid",53,53,54378,6000,236,236,2,"1","106.1","106",FALSE,482,"482-1-1-1",1645.14612501253,0.0302538917395367,765,3,1001376,26131.2507709239,0.0260953435781604,589
"949",130.72994,-3.823368,810702002602,"grid",43,43,44118,3000,192,192,1,"1","107.1","107",FALSE,482,"482-1-1-1-1",2068.85261211026,0.0468936173922267,766,4,946998,24486.1046459114,0.0258565537054053,590
"10",130.709946,-3.823886,810702002603,"grid",108,108,110808,9000,486,486,1,"1","108.1","108",FALSE,482,"482-1-1-1-1-1",2219.03372349758,0.0200259342601398,767,5,902880,22417.2520338011,0.0248286062752538,591
"635",130.706313999999,-3.822554,810702201101,"grid",3,3,3078,3000,8,8,2,"1","103.1","103",FALSE,482,"482-1-1-1-1-1-1",429.319641245553,0.139480065381921,768,6,792072,20198.2183103035,0.0255004826711505,592
"502",130.699146,-3.817546,810702201102,"grid",56,56,57456,6000,182,182,1,"1","105.1","105",FALSE,482,"482-1-1-1-1-1-1-1",970.856331776022,0.0168973881191872,769,7,788994,19768.898669058,0.0250558289024479,593
"1210",130.695901999999,-3.81105,810702201103,"grid",55,55,56430,6000,179,179,2,"1","104.1","104",FALSE,482,"482-1-1-1-1-1-1-1-1",807.0266136508,0.0143013753969662,770,8,731538,18798.042337282,0.0256966040551304,594
"176",130.676039,-3.80199,810702201003,"grid",98,98,100548,9000,196,196,1,"1","111.1","111",FALSE,482,"482-1-1-1-1-1-1-1-1-1",2423.14388797526,0.0240993743085418,771,9,675108,17991.0157236312,0.0266490927727581,595
"655",130.671810999999,-3.802134,810702201001,"grid",4,4,4104,3000,7,7,2,"1","102.1","102",FALSE,482,"482-1-1-1-1-1-1-1-1-1-1",469.371353423929,0.114369238163725,772,10,574560,15567.8718356559,0.027095293503996,596
"380",130.670104,-3.802511,810702201002,"grid",85,85,87210,7000,170,170,1,"1","101.1","101",FALSE,482,"482-1-1-1-1-1-1-1-1-1-1-1",193.976118799501,0.002224241701634,773,11,570456,15098.500482232,0.0264674233985303,597
"552",128.50731451705,-3.10886018690537,810603200599,"grid",302,302,309852,21000,510,510,1,"1","958.1","958",FALSE,323,"323-1-2-1-1",9107.311014836,0.0293924551554807,688,4,309852,9107.311014836,0.0293924551554807,598
"104",126.471932,-3.747672,810902000702,"grid",36,36,36936,3000,175,175,1,"1","786.1","786",FALSE,2,"2",3932.53439295597,0.106468875702728,675,0,2104326,61949.9968172379,0.0294393534163613,599
"150",126.455945,-3.746762,810902000703,"grid",99,99,101574,9000,485,485,2,"1","785.1","785",FALSE,2,"2-1",1776.75927271472,0.0174922644841664,676,1,2067390,58017.4624242819,0.0280631435889125,600
"182",126.417045,-3.710175,810902001601,"grid",55,55,56430,6000,251,251,2,"1","856.1","856",FALSE,2,"2-1-1",5931.42193588844,0.105111145417126,677,2,1965816,56240.7031515672,0.0286093424570597,601
"739",126.401484,-3.715328,810902000601,"grid",66,66,67716,7000,256,256,2,"1","853.1","853",FALSE,2,"2-1-1-1",1819.26462479496,0.0268660970050647,678,3,1909386,50309.2812156787,0.0263484079257304,602
"301",126.370868,-3.70304,810902000501,"grid",250,250,256500,19000,1061,1061,1,"1","854.1","854",FALSE,2,"2-1-1-1-1",3661.6996714292,0.0142756322472873,679,4,1841670,48490.0165908838,0.0263293731183566,603
"1180",126.361365,-3.701374,810902000401,"grid",162,162,166212,13000,550,550,2,"1","848.1","848",FALSE,2,"2-1-1-1-1-1",1070.63064798765,0.00644135590683974,680,5,1585170,44828.3169194546,0.0282798166250021,604
"927",131.677656217914,-4.52231105525551,810701100499,"grid",4,4,4104,3000,18,18,1,"1","700.1","700",FALSE,515,"515",776.63965624326,0.189239682320482,787,0,1008558,29739.3775586788,0.0294870275766776,605
"926",131.731511652767,-4.71768297355239,810701102099,"grid",302,302,309852,21000,509,509,1,"1","964.1","964",FALSE,515,"515-1",22529.5034661622,0.072710531047604,788,1,1004454,28962.7379024355,0.0288343098862024,606
"1162",131.747926200319,-4.73625846655924,810701100199,"grid",375,375,384750,27000,2556,2556,2,"1","962.1","962",FALSE,515,"515-1-1",2752.29002635832,0.00715345036090532,789,2,694602,6433.23443627335,0.0092617562809686,607
"909",131.740159953064,-4.76844448144556,810701101299,"grid",302,302,309852,21000,675,675,1,"1","963.1","963",FALSE,515,"515-1-1-1",3680.94440991503,0.011879685817471,790,3,309852,3680.94440991503,0.011879685817471,608
"407",127.042737,-3.402145,810402100601,"grid",5,5,5130,3000,15,15,2,"1","48.1","48",FALSE,15,"15-1-2-1-1-1-1-1-2",2767.46158383732,0.53946619567979,890,8,1331748,39409.0848080994,0.0295919984922818,609
"241",127.045488,-3.401314,810402100602,"grid",11,11,11286,3000,38,38,1,"1","46.1","46",FALSE,15,"15-1-2-1-1-1-1-1-2-1",319.033391097173,0.0282680658423864,891,9,1326618,36641.623224262,0.0276203271961198,610
"392",127.043891,-3.387911,810402100603,"grid",73,73,74898,7000,261,261,2,"1","47.1","47",FALSE,15,"15-1-2-1-1-1-1-1-2-1-1",1500.85328374998,0.0200386296529945,892,10,1315332,36322.5898331649,0.027614769376222,611
"746",127.045147,-3.385781,810402100605,"grid",99,99,101574,9000,353,353,2,"1","44.1","44",FALSE,15,"15-1-2-1-1-1-1-1-2-1-1-1",274.832593362223,0.00270573762342945,893,11,1240434,34821.7365494149,0.0280722203272523,612
"891",130.255181999999,-3.064558,810704000901,"grid",22,22,22572,3000,56,56,2,"1","924.1","924",FALSE,462,"462-1-1-1",581.203692190673,0.0257488787963261,721,3,4015764,118933.383440106,0.0296166267340675,613
"199",130.193543,-3.051156,810704001001,"grid",74,74,75924,7000,225,225,1,"1","927.1","927",FALSE,462,"462-1-1-1-1",7004.55741037159,0.0922574865704071,722,4,3993192,118352.179747915,0.0296384896463569,614
"275",130.174825,-3.04767,810704001002,"grid",277,277,284202,21000,846,846,2,"1","914.1","914",FALSE,462,"462-1-1-1-1-1",2114.24030819014,0.00743921685347092,723,5,3917268,111347.622337544,0.0284248160548483,615
"245",130.174512999999,-3.029478,810704001102,"grid",78,78,80028,7000,283,283,1,"1","913.1","913",FALSE,462,"462-1-1-1-1-1-2",2023.15792149843,0.0252806257997005,724,6,80028,2023.15792149843,0.0252806257997005,616
"363",126.891672,-3.521018,810904000306,"grid",16,16,16416,3000,79,79,1,"1","80.1","80",FALSE,15,"15-1-1-2-1-2-1-1-1-1-1-1-1-1-1-1-1-1-2-1-1-2-1-1-1-2-1-1-1-1",174.308047418131,0.0106181802764456,953,29,34884,1034.46296858793,0.0296543678645776,617
"757",129.880494483171,-4.52252788895622,810301001099,"grid",137,137,140562,11000,524,524,1,"1","743.1","743",FALSE,438,"438",1895.59805964059,0.013485850084949,366,0,816696,24320.3613321908,0.0297789646725229,618
"109",127.932509999999,-3.326743,810602100316,"grid",29,29,29754,3000,177,177,1,"1","740.1","740",FALSE,38,"38-1",1799.08308290964,0.0604652511564709,537,1,359100,10759.8781634597,0.0299634591018093,619
